,playlist,name,artist,albumreleasedate,genres,energy,danceability,loudness,speechiness,acousticness,liveness,trackpopularity
0,Descanso,Reminiscing,Dosi,2023-01-30,lo-fi study,0.309,0.55,-12.575,0.041,0.911,0.0693,41
1,Descanso,miss you,Tibeauthetraveler,2021-08-14,lo-fi study,0.172,0.61,-14.957,0.033,0.892,0.101,54
2,Descanso,Escaped,Mujo,2021-01-08,japanese chillhop,0.206,0.783,-10.016,0.0663,0.906,0.109,53
3,Descanso,Comfort,Bcalm,2021-02-25,focus beats,0.216,0.627,-15.371,0.0328,0.93,0.122,52
4,Descanso,Ogmios,Cosmic Koala,2022-12-05,lo-fi study,0.27,0.478,-14.107,0.0468,0.486,0.11,35
5,Descanso,Eventide,Prithvi,2022-03-08,indian lo-fi,0.169,0.548,-14.918,0.0484,0.936,0.0993,52
6,Descanso,Icicles,G Mills,2020-06-03,lo-fi beats,0.453,0.636,-14.432,0.0467,0.695,0.0746,54
7,Descanso,Everything Gone,Mujo,2021-08-30,japanese chillhop,0.144,0.66,-13.126,0.0419,0.889,0.101,56
8,Descanso,Isolation,Dosi,2023-01-30,lo-fi study,0.322,0.537,-13.72,0.0303,0.985,0.114,56
9,Descanso,Warm Nights,A[way],2020-03-27,lo-fi beats,0.585,0.798,-12.096,0.152,0.682,0.154,0
10,Descanso,Above The Quiet City,cxlt.,2021-05-10,lo-fi study,0.166,0.572,-19.804,0.0338,0.976,0.11,52
11,Descanso,Everything (You Are),Hoogway,2020-06-29,lo-fi study,0.098,0.637,-21.694,0.0464,0.843,0.0847,52
12,Descanso,Shelter,WYS,2023-01-02,lo-fi beats,0.316,0.56,-11.974,0.0427,0.93,0.0865,44
13,Descanso,Feelin Warm,Pandrezz,2021-09-05,lo-fi study,0.0848,0.722,-17.086,0.061,0.823,0.106,52
14,Descanso,Noreia,Cosmic Koala,2022-12-05,lo-fi study,0.346,0.438,-9.579,0.0319,0.858,0.174,36
15,Descanso,Liquid Spots,Rudy Raw,2021-07-07,lo-fi study,0.35,0.642,-12.421,0.308,0.731,0.111,57
16,Descanso,Poolside,Aylior,2020-11-20,lo-fi study,0.126,0.706,-18.802,0.116,0.964,0.105,53
17,Descanso,"We're home, Now",softy,2022-07-04,lo-fi beats,0.364,0.502,-9.587,0.0911,0.958,0.12,50
18,Descanso,Dahlia,no one's perfect,2022-07-28,lo-fi study,0.192,0.801,-14.207,0.0598,0.426,0.104,54
19,Descanso,Secret Path,Tibeauthetraveler,2022-12-19,lo-fi study,0.254,0.473,-16.953,0.029,0.503,0.144,30
20,Descanso,Epiphany,WYS,2023-01-02,lo-fi beats,0.236,0.674,-12.631,0.0802,0.845,0.113,46
21,Descanso,Borvo,Cosmic Koala,2022-12-05,lo-fi study,0.3,0.34,-10.534,0.0283,0.717,0.097,40
22,Descanso,Rainy Day,Two Scents,2022-12-26,lo-fi sleep,0.299,0.646,-12.36,0.0276,0.841,0.115,48
23,Descanso,First Snow,Chris Mazuera,2020-02-19,lo-fi beats,0.1,0.611,-23.194,0.0449,0.945,0.0784,0
24,Descanso,Coming Home,Casiio,2022-01-25,lo-fi beats,0.159,0.677,-14.85,0.0299,0.945,0.147,56
25,Descanso,Whispers of Eden,Nogymx,2022-02-08,focus beats,0.179,0.632,-16.173,0.0323,0.957,0.0972,56
26,Descanso,Stargazing,kyu,2021-07-25,lo-fi study,0.451,0.46,-13.747,0.0413,0.833,0.0863,56
27,Descanso,Healing,Tibeauthetraveler,2022-12-19,lo-fi study,0.262,0.426,-16.665,0.0285,0.843,0.303,43
28,Descanso,Affection,Casiio,2020-05-18,lo-fi beats,0.117,0.536,-24.096,0.0534,0.792,0.114,0
29,Descanso,takeoff,stream_error,2021-12-06,lo-fi study,0.0864,0.562,-18.521,0.0307,0.865,0.0894,56
30,Descanso,Endless Everything,Tibeauthetraveler,2022-12-19,lo-fi study,0.237,0.524,-15.199,0.0343,0.719,0.0843,36
31,Descanso,Expectations,Juliàn,2023-01-12,lo-fi sleep,0.292,0.605,-12.148,0.0318,0.958,0.374,40
32,Descanso,Winter Shells,Mondo Loops,2020-05-22,lo-fi sleep,0.166,0.679,-19.129,0.0528,0.876,0.119,3
33,Descanso,i hope this never ends,Jhove,2021-11-10,lo-fi study,0.227,0.745,-11.126,0.0526,0.943,0.904,54
34,Descanso,Kukui Leaves,Phlocalyst,2021-11-24,lo-fi study,0.133,0.523,-14.001,0.0395,0.933,0.0934,55
35,Descanso,Never Let Me Go,WYS,2023-01-02,lo-fi beats,0.312,0.566,-10.548,0.047,0.926,0.1,40
36,Descanso,trusting hands,Towerz,2021-09-09,lo-fi study,0.15,0.636,-20.669,0.0393,0.983,0.0791,59
37,Descanso,7 Suns,No Spirit,2022-08-29,lo-fi beats,0.228,0.719,-13.054,0.0648,0.303,0.0979,52
38,Descanso,Never be prey to the winds,eugenio izzi,2022-02-02,lo-fi study,0.0594,0.563,-20.595,0.0856,0.973,0.089,55
39,Descanso,Tziporrah,Nadav Cohen,2022-10-24,lo-fi study,0.273,0.612,-19.031,0.0334,0.818,0.0663,56
40,Descanso,Mourning Dove,WYS,2021-02-23,lo-fi beats,0.535,0.654,-11.861,0.0429,0.771,0.0879,56
41,Descanso,Laha,Cosmic Koala,2022-12-05,lo-fi study,0.376,0.313,-12.413,0.0441,0.7,0.119,38
42,Descanso,Bricta,Cosmic Koala,2022-12-05,lo-fi study,0.383,0.377,-12.074,0.0331,0.315,0.0701,42
43,Descanso,Within,Enluv,2021-04-22,lo-fi study,0.396,0.633,-11.142,0.039,0.278,0.575,55
44,Descanso,Planet Buddies,Team Astro,2021-02-01,lo-fi study,0.271,0.801,-16.513,0.0775,0.876,0.101,54
45,Descanso,Moving On,Tibeauthetraveler,2022-12-19,lo-fi study,0.271,0.533,-17.945,0.0304,0.924,0.13,36
46,Descanso,Ethereal,Hevi,2021-09-29,lo-fi study,0.284,0.594,-16.44,0.0309,0.438,0.1,54
47,Descanso,The End Of A Story,Dosi,2023-01-30,lo-fi study,0.288,0.481,-18.699,0.0455,0.978,0.358,41
48,Descanso,a lonely star,Jhove,2021-02-21,lo-fi study,0.178,0.786,-21.703,0.0575,0.81,0.102,54
49,Descanso,Berlin,Sebastian Kamae,2022-11-03,lo-fi beats,0.227,0.689,-9.522,0.0418,0.893,0.11,53
50,Descanso,Aereda,Cosmic Koala,2022-12-05,lo-fi study,0.355,0.542,-11.628,0.0319,0.804,0.101,38
51,Descanso,Runaway,Hevi,2020-10-15,lo-fi study,0.259,0.595,-16.452,0.0343,0.853,0.118,56
52,Descanso,Oratorio in Darkness,Lucid Keys,2023-01-23,lo-fi study,0.353,0.609,-10.202,0.0282,0.953,0.0771,44
53,Descanso,Nuit Blanche,Dimension 32,2021-09-27,lo-fi sleep,0.191,0.589,-15.056,0.0373,0.979,0.0977,39
54,Descanso,Let It Go,Hevi,2023-01-05,lo-fi study,0.165,0.264,-20.768,0.048,0.964,0.332,40
55,Descanso,Down by the Lake,TyLuv.,2021-01-26,lo-fi study,0.13,0.535,-25.652,0.0341,0.876,0.12,57
56,Descanso,Variations On A Moonlit Dream,Lucid Keys,2023-01-23,lo-fi study,0.304,0.544,-11.634,0.0366,0.484,0.117,42
57,Descanso,Winds On Mars,No Spirit,2022-08-29,lo-fi beats,0.169,0.498,-14.401,0.0271,0.604,0.0957,55
58,Descanso,Silver Moon,Two Scents,2022-12-26,lo-fi sleep,0.29,0.416,-14.691,0.0326,0.951,0.108,48
59,Descanso,Nocturnal,noni,2022-07-07,lo-fi study,0.19,0.581,-14.917,0.0957,0.956,0.111,55
60,Descanso,The Goodbye,Tibeauthetraveler,2022-12-19,lo-fi study,0.259,0.504,-16.46,0.038,0.888,0.371,36
61,Descanso,Heading Home,Celestial Alignment,2021-02-05,anime lo-fi,0.112,0.724,-24.477,0.0349,0.658,0.116,53
62,Descanso,Fantasia,Lucid Keys,2023-01-23,lo-fi study,0.349,0.542,-12.061,0.0285,0.576,0.107,54
63,Descanso,message in a bottle,chief.,2020-10-27,chillhop,0.168,0.607,-16.634,0.0584,0.525,0.255,56
64,Descanso,where light can't reach,idylla,2021-09-01,lo-fi study,0.119,0.567,-15.813,0.0479,0.819,0.0748,33
65,Descanso,Down The Port,Miramare,2020-10-19,lo-fi study,0.0767,0.814,-14.368,0.0929,0.685,0.161,55
66,Descanso,Shelter,Loafy Building,2021-07-09,lo-fi study,0.264,0.621,-15.705,0.0589,0.859,0.0814,46
67,Descanso,Cosmic Dune,Juliàn,2023-01-12,lo-fi sleep,0.151,0.63,-17.996,0.0302,0.78,0.144,43
68,Descanso,Sweet Meetings,Cosmic Koala,2022-11-10,lo-fi study,0.337,0.586,-14.33,0.0348,0.756,0.0966,51
69,Descanso,The Bad Party,WYS,2021-06-29,lo-fi beats,0.136,0.824,-16.76,0.0763,0.903,0.121,55
70,Descanso,First Heartbreak,Flovry,2019-11-26,lo-fi beats,0.405,0.678,-14.035,0.0828,0.892,0.263,56
71,Descanso,Nocturne,Lucid Keys,2023-01-23,lo-fi study,0.202,0.617,-14.082,0.0295,0.651,0.101,38
72,Descanso,ocean rays,hi jude,2021-10-11,lo-fi study,0.191,0.673,-18.576,0.044,0.948,0.448,54
73,Descanso,When We Speak,Team Astro,2022-02-22,lo-fi study,0.22,0.603,-13.603,0.0441,0.941,0.107,53
74,Descanso,Quetzal,dryhope,2020-09-21,lo-fi beats,0.307,0.673,-10.474,0.0648,0.75,0.116,55
75,Descanso,On My Own,Tibeauthetraveler,2022-12-19,lo-fi study,0.232,0.428,-15.35,0.0279,0.834,0.109,56
76,Descanso,Begin Again,Tibeauthetraveler,2022-12-19,lo-fi study,0.244,0.547,-18.282,0.0336,0.927,0.334,41
77,Descanso,A Breath of Fresh Air,DaniSogen,2022-05-26,japanese chillhop,0.138,0.623,-19.669,0.0314,0.849,0.437,59
78,Descanso,Old Friend,Phlocalyst,2021-02-13,lo-fi study,0.0949,0.415,-13.768,0.0639,0.941,0.11,55
79,Descanso,Abelio,Cosmic Koala,2022-12-05,lo-fi study,0.348,0.616,-9.012,0.0323,0.583,0.0614,39
80,Descanso,willow hill,Spencer Hunt,2021-11-02,lo-fi beats,0.211,0.944,-12.716,0.0678,0.391,0.0711,58
81,Descanso,a sign from her,Mau,2022-08-25,lo-fi study,0.298,0.8,-10.325,0.0595,0.703,0.121,53
82,Descanso,Descent,Tibeauthetraveler,2022-12-19,lo-fi study,0.346,0.542,-14.092,0.0669,0.946,0.126,39
83,Descanso,to fall,Towerz,2021-09-09,lo-fi study,0.0702,0.462,-21.736,0.0477,0.989,0.102,59
84,Descanso,Daydream,kyu,2021-12-02,lo-fi study,0.187,0.527,-19.299,0.0386,0.82,0.0957,54
85,Descanso,Voices of the Ancestors,DaniSogen,2022-02-24,japanese chillhop,0.141,0.683,-19.727,0.043,0.226,0.0944,55
86,Descanso,Lune,Hoogway,2021-08-16,lo-fi study,0.124,0.592,-20.804,0.0284,0.899,0.119,54
87,Descanso,hey how are you,another silent weekend,2022-10-13,lo-fi sleep,0.361,0.831,-14.714,0.0639,0.906,0.12,54
88,Descanso,Hold My Hand,Krynoze,2022-01-21,lo-fi sleep,0.0185,0.561,-21.849,0.0327,0.958,0.071,54
89,Descanso,Old Friends,Two Scents,2022-12-26,lo-fi sleep,0.279,0.33,-15.941,0.0564,0.956,0.111,48
90,Descanso,Bliss,Raimu,2022-04-03,anime lo-fi,0.153,0.718,-15.095,0.0525,0.91,0.113,52
91,Descanso,Prelude in E minor,Lucid Keys,2023-01-23,lo-fi study,0.334,0.5,-12.0,0.0369,0.732,0.208,40
92,Descanso,Rewinding Memories,Refeeld,2020-10-31,lo-fi study,0.336,0.531,-18.311,0.0298,0.787,0.195,51
93,Descanso,Hope For Harmony,Juliàn,2023-01-12,lo-fi sleep,0.283,0.692,-16.748,0.0368,0.451,0.386,58
94,Descanso,At The Precipice,Kainbeats,2022-11-24,anime lo-fi,0.169,0.646,-12.021,0.036,0.926,0.13,39
95,Descanso,Close Your Eyes,cxlt.,2021-11-26,lo-fi study,0.0489,0.673,-22.131,0.0339,0.964,0.0827,51
96,Descanso,Snowflakes,Pandrezz,2020-04-24,lo-fi study,0.126,0.565,-20.379,0.0997,0.45,0.13,0
97,Descanso,Come Find Me,amies,2022-03-18,lo-fi study,0.146,0.642,-17.685,0.0511,0.953,0.0829,53
98,Descanso,Fading,Two Scents,2022-12-26,lo-fi sleep,0.284,0.634,-12.736,0.0276,0.913,0.114,49
99,Descanso,Simple Things,Two Scents,2022-12-26,lo-fi sleep,0.35,0.664,-15.233,0.0305,0.83,0.099,48
100,Descanso,Glass Currents,Loafy Building,2022-03-12,lo-fi study,0.149,0.742,-14.688,0.0377,0.964,0.182,53
101,Descanso,time for bed,Goodnyght,2021-06-17,lo-fi study,0.111,0.633,-25.365,0.0333,0.889,0.102,61
102,Descanso,companion,hi jude,2021-06-27,lo-fi study,0.377,0.547,-15.64,0.0362,0.68,0.0703,56
103,Descanso,Cailín,kokoro,2021-12-10,lo-fi study,0.0623,0.65,-17.129,0.0519,0.865,0.33,53
104,Descanso,Sincere,Tom Doolie,2021-02-11,lo-fi beats,0.279,0.816,-8.877,0.29,0.719,0.0992,53
105,Descanso,Last Light,TABAL,2021-03-05,lo-fi beats,0.122,0.661,-15.165,0.0324,0.803,0.101,58
106,Descanso,Sky Above,Sleepermane,2022-08-04,lo-fi study,0.198,0.551,-20.497,0.0544,0.915,0.12,53
107,Descanso,Far Away,Mila Coolness,2020-07-27,lo-fi sleep,0.144,0.447,-26.549,0.0417,0.929,0.105,56
108,Descanso,Atom Pieces,Juliàn,2023-01-12,lo-fi sleep,0.253,0.401,-16.413,0.0283,0.946,0.384,35
109,Descanso,Cope,Kurt Stewart,2021-04-28,lo-fi study,0.0762,0.657,-17.413,0.0558,0.895,0.105,55
110,Descanso,Sinking Fatigue,Raimu,2021-10-25,anime lo-fi,0.126,0.514,-19.799,0.0559,0.885,0.113,52
111,Descanso,Shadows,Dosi,2022-12-01,lo-fi study,0.237,0.614,-17.749,0.0335,0.958,0.119,54
112,Descanso,from me to you,Towerz,2021-09-09,lo-fi study,0.103,0.737,-16.369,0.0449,0.913,0.0929,52
113,Descanso,Passing By,Casiio,2021-10-23,lo-fi beats,0.132,0.547,-17.1,0.0337,0.876,0.0926,52
114,Descanso,Back2Bed,Sátyr,2022-03-22,lo-fi jazzhop,0.184,0.425,-14.192,0.0343,0.858,0.117,55
115,Descanso,Get Back Home,Nuver,2022-01-03,lo-fi study,0.375,0.654,-15.218,0.0366,0.582,0.0992,55
116,Descanso,Explorers,Elijah Lee,2020-12-22,lo-fi study,0.242,0.747,-16.225,0.0583,0.778,0.349,53
117,Descanso,Aengus,Cosmic Koala,2022-12-05,lo-fi study,0.369,0.44,-12.263,0.0416,0.959,0.101,35
118,Descanso,Mirror of Time,Yasumu,2021-05-06,lo-fi study,0.229,0.762,-21.396,0.0544,0.776,0.103,49
119,Descanso,Light Years Away,Laffey,2023-01-19,lo-fi beats,0.14,0.619,-14.742,0.0262,0.978,0.0967,59
120,Descanso,The Day I Woke Up,Dosi,2023-01-30,lo-fi study,0.384,0.488,-15.939,0.0382,0.976,0.38,41
121,Descanso,Trying To Sleep,WYS,2023-01-02,lo-fi beats,0.352,0.698,-12.261,0.0608,0.734,0.0988,55
122,Descanso,Toutatis,Cosmic Koala,2022-12-05,lo-fi study,0.355,0.567,-10.313,0.0287,0.922,0.0681,44
123,Descanso,Another Era,Dosi,2023-01-30,lo-fi study,0.245,0.474,-17.28,0.0378,0.917,0.119,43
124,Descanso,abundance,Towerz,2021-02-09,lo-fi study,0.314,0.672,-11.872,0.0592,0.958,0.06,54
125,Descanso,Desert Night,l'Outlander,2021-06-19,lo-fi jazzhop,0.177,0.631,-17.228,0.0365,0.915,0.132,55
126,Descanso,See You Again,Hevi,2023-01-05,lo-fi study,0.194,0.726,-15.779,0.0414,0.575,0.105,53
127,Descanso,Unexpected Tears,Tibeauthetraveler,2022-12-19,lo-fi study,0.323,0.544,-16.895,0.0416,0.955,0.0777,34
128,Descanso,Deep Breath,Tibeauthetraveler,2022-12-19,lo-fi study,0.243,0.604,-16.522,0.0413,0.778,0.109,32
129,Descanso,Heart of the Sea,Charlee Nguyen,2021-11-16,lo-fi sleep,0.199,0.46,-22.411,0.0381,0.903,0.0971,55
130,Descanso,Civilisation,Dosi,2023-01-30,lo-fi study,0.187,0.545,-20.278,0.0614,0.958,0.432,46
131,Descanso,Cadenza,Lucid Keys,2023-01-23,lo-fi study,0.174,0.589,-16.412,0.0332,0.759,0.111,43
132,Descanso,Invisible Medicine,squeeda,2021-08-22,lo-fi study,0.276,0.704,-14.497,0.0368,0.751,0.336,53
133,Descanso,Chérie,C4C,2020-02-14,chillhop,0.105,0.724,-14.478,0.0613,0.185,0.343,4
134,Descanso,Homeland,l'Outlander,2021-03-29,lo-fi jazzhop,0.15,0.671,-15.611,0.0439,0.895,0.165,56
135,Descanso,When It Feels Right,WYS,2023-01-02,lo-fi beats,0.252,0.71,-12.879,0.0307,0.799,0.112,43
136,Descanso,Forgotten Past,Dosi,2023-01-30,lo-fi study,0.262,0.544,-15.646,0.0352,0.965,0.0964,44
137,Descanso,Starry night,eugenio izzi,2021-06-13,lo-fi study,0.0822,0.619,-18.256,0.0489,0.929,0.119,56
138,Descanso,The Ridge,Allem Iversom,2020-10-11,lo-fi beats,0.136,0.39,-20.05,0.0337,0.976,0.0891,55
139,Descanso,Hiraeth,Bcalm,2021-12-14,focus beats,0.109,0.658,-19.918,0.0354,0.971,0.131,55
140,Descanso,Orchid,Lilac,2020-08-04,lo-fi study,0.453,0.8,-13.238,0.0933,0.917,0.115,0
141,Descanso,Serenade of Storms,Lucid Keys,2023-01-23,lo-fi study,0.25,0.507,-14.467,0.0303,0.954,0.107,40
142,Descanso,"Floating, Drifting",Lawrence Walther,2021-12-16,lo-fi study,0.225,0.651,-17.555,0.0321,0.945,0.111,55
143,Descanso,Forever and Ever,Hevi,2023-01-05,lo-fi study,0.199,0.605,-16.844,0.0354,0.898,0.116,44
144,Descanso,Gentle Soul,softy,2021-07-17,lo-fi beats,0.18,0.655,-11.293,0.0309,0.935,0.101,51
145,Descanso,Cabin In The Forest,xander.,2021-06-09,lo-fi study,0.27,0.599,-19.503,0.0999,0.902,0.066,54
146,Descanso,The Broken Sonata,Lucid Keys,2023-01-23,lo-fi study,0.303,0.608,-11.984,0.0345,0.932,0.107,39
147,Descanso,Garden,Kayba,2021-11-14,lo-fi study,0.034,0.596,-25.608,0.132,0.941,0.17,52
148,Descanso,Reverie,Lucid Keys,2023-01-23,lo-fi study,0.236,0.489,-16.053,0.0291,0.898,0.106,40
149,Descanso,Lugh,Cosmic Koala,2022-12-05,lo-fi study,0.25,0.503,-13.272,0.0373,0.929,0.116,37
150,Descanso,Floating Island,Dimension 32,2022-03-16,lo-fi sleep,0.0721,0.341,-19.768,0.0292,0.993,0.101,59
151,Descanso,Feel the Same,Hevi,2023-01-05,lo-fi study,0.196,0.611,-17.086,0.0341,0.951,0.0898,39
152,Descanso,Lost Symphonies,Lucid Keys,2023-01-23,lo-fi study,0.297,0.612,-12.902,0.0293,0.816,0.109,37
153,Descanso,Brigit,Cosmic Koala,2022-12-05,lo-fi study,0.26,0.574,-13.9,0.0301,0.894,0.0958,34
154,Descanso,Evergreen,Two Scents,2022-12-26,lo-fi sleep,0.28,0.458,-16.389,0.0855,0.962,0.0892,47
155,Descanso,Galaxy,SCayos,2021-07-27,focus beats,0.233,0.577,-11.055,0.0471,0.699,0.0988,54
156,Descanso,Subtle Motion,Juliàn,2023-01-12,lo-fi sleep,0.295,0.532,-15.144,0.0338,0.599,0.0949,35
157,Descanso,Wildflower,Blue Wednesday,2021-03-11,chillhop,0.105,0.771,-17.697,0.0766,0.958,0.0999,54
158,Descanso,Capturing the Light,less.people,2021-01-06,lo-fi beats,0.11,0.683,-15.511,0.0418,0.848,0.089,53
159,Descanso,Breathtaking,Purrple Cat,2021-06-23,chill out,0.184,0.575,-15.392,0.0336,0.426,0.0923,55
160,Descanso,Thoughtful,xander.,2021-10-17,lo-fi study,0.188,0.753,-16.272,0.198,0.389,0.103,51
161,Descanso,Amore,Hevi,2023-01-05,lo-fi study,0.219,0.596,-15.096,0.0595,0.968,0.105,43
162,Descanso,Impromptu,Lucid Keys,2023-01-23,lo-fi study,0.305,0.666,-14.218,0.0313,0.912,0.109,39
163,Descanso,good friends,Tatami Construct,2021-11-30,lo-fi study,0.233,0.711,-18.406,0.0358,0.85,0.11,54
164,Descanso,Only You,Two Scents,2022-12-26,lo-fi sleep,0.322,0.554,-12.944,0.0433,0.934,0.111,47
165,Descanso,Winter Solstice,Lucid Keys,2023-01-23,lo-fi study,0.274,0.642,-11.505,0.0306,0.788,0.159,43
166,Descanso,Lost Souls,Dosi,2023-01-30,lo-fi study,0.259,0.301,-17.02,0.0488,0.961,0.102,44
167,Descanso,Cybele,sinnr,2022-03-24,lo-fi study,0.142,0.654,-18.329,0.036,0.951,0.11,54
168,Descanso,Rest,Juliàn,2023-01-12,lo-fi sleep,0.137,0.625,-19.224,0.0298,0.892,0.0559,38
169,Descanso,Swaying Trees,Ornithology,2021-10-15,lo-fi study,0.107,0.509,-14.454,0.0418,0.91,0.101,53
170,Descanso,Giapooh,So.Lo,2022-07-11,lo-fi sleep,0.26,0.629,-17.403,0.0353,0.669,0.224,40
171,Descanso,Had Abbadon,Chau Sara,2022-02-14,lo-fi study,0.0738,0.365,-19.625,0.125,0.972,0.0909,43
172,Descanso,Kingdom in Blue,Kupla,2020-02-29,anime lo-fi,0.238,0.524,-11.163,0.0424,0.659,0.16,0
173,Descanso,Leaves,Yasumu,2021-07-23,lo-fi study,0.142,0.854,-13.843,0.085,0.633,0.366,42
174,Descanso,Ceres Calls,no one's perfect,2022-01-23,lo-fi study,0.297,0.662,-17.546,0.0359,0.938,0.107,38
175,Descanso,The Silk Road,l'Outlander,2021-06-19,lo-fi jazzhop,0.142,0.649,-17.276,0.0433,0.873,0.363,44
176,Descanso,Moonglow,brillion.,2020-11-24,lo-fi beats,0.277,0.569,-17.705,0.0434,0.134,0.138,54
177,Descanso,Furry Love,Krynoze,2022-08-08,lo-fi sleep,0.217,0.676,-14.632,0.034,0.839,0.118,43
178,Descanso,promises,steezy prime,2021-06-11,lo-fi study,0.0591,0.516,-25.33,0.0349,0.966,0.0932,45
179,Descanso,Passage,mell-ø,2021-08-20,lo-fi beats,0.265,0.685,-13.652,0.0698,0.944,0.296,54
180,Descanso,Low Tide,Pointy Features,2021-04-12,lo-fi study,0.279,0.572,-11.253,0.0955,0.909,0.129,25
181,Descanso,Distorted Memories,amies,2022-11-21,lo-fi study,0.363,0.714,-16.591,0.0382,0.949,0.0755,42
182,Descanso,Melancholia,Dosi,2022-12-01,lo-fi study,0.246,0.646,-13.048,0.0347,0.963,0.0935,38
183,Descanso,First Night,Osaki,2021-10-07,lo-fi study,0.317,0.635,-12.495,0.0351,0.967,0.117,43
184,Descanso,Crisp Breaths,Kainbeats,2021-11-22,anime lo-fi,0.0379,0.613,-19.715,0.0366,0.958,0.126,36
185,Descanso,Solemn,Towerz,2022-03-04,lo-fi study,0.302,0.705,-20.159,0.0482,0.9,0.108,44
186,Descanso,Nomads,Casiio,2021-10-23,lo-fi beats,0.214,0.555,-17.02,0.0461,0.844,0.093,38
187,Descanso,Afterglow,Casiio,2021-05-20,lo-fi beats,0.184,0.456,-16.953,0.0987,0.76,0.0999,53
188,Descanso,Takeoff,softy,2021-07-17,lo-fi beats,0.155,0.576,-17.657,0.0261,0.826,0.103,34
189,Descanso,Back to the Source,Team Astro,2022-10-17,lo-fi study,0.333,0.631,-17.189,0.0684,0.658,0.104,38
190,Descanso,Mindfulness,Dimension 32,2021-09-27,lo-fi sleep,0.18,0.5,-16.417,0.0286,0.972,0.127,34
191,Descanso,White Butterfly,Tibeauthetraveler,2022-09-15,lo-fi study,0.31,0.506,-15.032,0.0386,0.908,0.111,53
192,Descanso,Ending Theme,Kalaido,2021-04-30,japanese chillhop,0.357,0.518,-13.723,0.0936,0.338,0.114,40
193,Descanso,leap of faith,S N U G,2021-10-03,japanese chillhop,0.442,0.805,-10.932,0.415,0.733,0.364,37
194,Descanso,Marine Layer,juniorodeo,2021-10-09,lo-fi study,0.304,0.64,-14.039,0.0386,0.707,0.0979,54
195,Descanso,Complex Visions,Dimension 32,2022-10-31,lo-fi sleep,0.159,0.583,-17.728,0.0276,0.975,0.0944,38
196,Descanso,Alienated,Purrple Cat,2022-02-12,chill out,0.12,0.699,-14.361,0.0338,0.917,0.0988,40
197,Descanso,Lavender,Kupla,2021-04-20,anime lo-fi,0.313,0.805,-11.078,0.0775,0.307,0.191,57
198,Descanso,Sea Legs,Charlee Nguyen,2021-11-16,lo-fi sleep,0.138,0.67,-21.536,0.0449,0.957,0.117,40
199,Descanso,Across The Rainbow,TABAL,2021-11-06,lo-fi beats,0.204,0.533,-14.045,0.0426,0.738,0.11,35
200,Descanso,Sunrays,Kayba,2021-11-14,lo-fi study,0.125,0.535,-19.505,0.0509,0.878,0.0968,43
201,Descanso,Nemui,Lilac,2021-04-26,lo-fi study,0.137,0.633,-10.719,0.0638,0.805,0.0844,45
202,Descanso,Caramellow,Purrple Cat,2020-04-08,chill out,0.176,0.675,-16.129,0.0332,0.898,0.239,0
203,Descanso,Rose Bay,juniorodeo,2021-03-09,lo-fi study,0.419,0.697,-13.209,0.101,0.503,0.264,27
204,Descanso,Birth Of A Cloud,Dimension 32,2022-03-16,lo-fi sleep,0.0537,0.537,-20.083,0.0294,0.991,0.0817,36
205,Descanso,Intentions,Ambulo,2021-03-01,lo-fi study,0.183,0.74,-13.279,0.0764,0.883,0.112,52
206,Descanso,Ships,Elior,2020-03-31,lo-fi beats,0.255,0.71,-11.151,0.0576,0.902,0.0959,0
207,Descanso,Discoveries,amies,2022-03-18,lo-fi study,0.129,0.694,-13.807,0.0329,0.704,0.125,36
208,Descanso,Walking Together,Mindeliq,2021-11-18,lo-fi jazzhop,0.222,0.698,-13.713,0.053,0.919,0.125,45
209,Descanso,Slow Your Mind,Living Room,2021-12-12,lo-fi jazzhop,0.189,0.544,-17.384,0.0313,0.966,0.0997,39
210,Descanso,Sternbilder,kyu,2021-07-25,lo-fi study,0.207,0.241,-18.657,0.101,0.592,0.115,35
211,Descanso,As The Sun Sets,Laffey,2021-01-16,lo-fi beats,0.252,0.755,-19.163,0.0717,0.931,0.106,41
212,Descanso,Dusk,no one's perfect,2022-07-28,lo-fi study,0.209,0.594,-16.555,0.0337,0.688,0.0735,43
213,Descanso,Painted Skies,Nogymx,2022-02-08,focus beats,0.375,0.68,-12.77,0.0533,0.917,0.0931,44
214,Descanso,Pure Bliss,SPEECHLESS,2020-04-12,japanese chillhop,0.279,0.483,-15.719,0.0303,0.916,0.0753,0
215,Descanso,polaris,stream_error,2021-12-06,lo-fi study,0.0906,0.467,-22.227,0.0336,0.936,0.13,48
216,Descanso,The Dawn,Nothingtosay,2022-08-01,lo-fi beats,0.17,0.623,-21.361,0.0528,0.921,0.0972,56
217,Descanso,The autumn sea,eugenio izzi,2021-06-13,lo-fi study,0.0355,0.544,-17.6,0.0332,0.862,0.104,43
218,Descanso,Patience,Laffey,2021-09-15,lo-fi beats,0.215,0.568,-19.477,0.0352,0.985,0.11,40
219,Descanso,Lucid,Sebastian Kamae,2020-09-13,lo-fi beats,0.0795,0.492,-22.208,0.0485,0.975,0.13,45
220,Descanso,Magic Rain,DaniSogen,2022-02-24,japanese chillhop,0.217,0.581,-17.182,0.037,0.454,0.0796,39
221,Descanso,Intersection,Lawrence Walther,2021-12-16,lo-fi study,0.185,0.626,-14.467,0.0316,0.948,0.109,39
