,playlist,name,artist,albumreleasedate,genres,energy,danceability,loudness,speechiness,acousticness,liveness,trackpopularity
1418,Salsa,El Preso,Fruko Y Sus Tesos,1975-04-25,salsa,0.78,0.622,-4.687,0.038,0.159,0.134,61
1419,Salsa,Vivir Sin Ella,Gilberto Santa Rosa,2009-02-10,salsa,0.668,0.503,-6.995,0.046,0.71,0.111,55
1420,Salsa,Amada Mía,Cheo Feliciano,1980-12-31,salsa,0.559,0.353,-3.858,0.0293,0.725,0.409,47
1421,Salsa,Ni Como Amiga Ni Como Amante,Grupo Niche,2007-08-07,salsa,0.697,0.83,-5.987,0.0385,0.654,0.0552,39
1422,Salsa,Ah-Ah / O-No,Willie Colón,1972-01-01,salsa,0.743,0.597,-5.308,0.0323,0.288,0.307,58
1423,Salsa,Chan Chan,Buena Vista Social Club,1997-06-23,latin jazz,0.496,0.396,-11.728,0.0356,0.833,0.0996,73
1424,Salsa,Detalles,Oscar D'León,2007-03-12,salsa,0.77,0.724,-4.024,0.0533,0.184,0.243,0
1425,Salsa,Yo Quisiera,Oscar D'León,2009-11-13,salsa,0.755,0.527,-8.224,0.0357,0.381,0.215,0
1426,Salsa,Mi Media Mitad,Rey Ruiz,1992,salsa,0.674,0.74,-5.818,0.033,0.404,0.278,66
1427,Salsa,No Me Acostumbro,Rey Ruiz,1992,salsa,0.827,0.659,-6.174,0.0398,0.642,0.381,63
1428,Salsa,Perdón,Willy Garcia,2014-05-12,modern salsa,0.864,0.633,-3.269,0.0809,0.414,0.0915,0
1429,Salsa,Sobre las Olas,The Latin Brothers,2012-06-15,salsa,0.84,0.707,-4.803,0.0445,0.545,0.0913,48
1430,Salsa,Sin Poderte Hablar,Willie Colón,2012-04-20,salsa,0.691,0.413,-5.763,0.0502,0.137,0.583,51
1431,Salsa,Sin Rumbo Alguno,Los Rodriguez,2006-01-01,,0.506,0.523,-9.277,0.0419,0.494,0.0713,44
1432,Salsa,Escombros,La Suprema Corte,2011-12-20,salsa,0.886,0.677,-5.276,0.0477,0.605,0.0679,0
1433,Salsa,Mujer Divina,Joe Cuba Sextet,2008-12-31,boogaloo,0.498,0.673,-6.434,0.0477,0.771,0.0749,54
1434,Salsa,La Quiero A Morir,DLG,1996,salsa,0.889,0.725,-3.257,0.0471,0.294,0.252,69
1435,Salsa,Tengo Ganas,Víctor Manuelle,2004,latin pop,0.862,0.591,-3.641,0.0362,0.198,0.212,67
1436,Salsa,Mi Desengaño,Roberto Roena Y Su Apollo Sound,1975-12-31,salsa,0.744,0.595,-7.494,0.0409,0.262,0.137,60
1437,Salsa,Siempre Seré,Tito Rojas,2007-08-21,salsa,0.693,0.604,-6.289,0.031,0.138,0.355,58
1438,Salsa,Sin Sentimiento,Grupo Niche,2014-10-02,salsa,0.862,0.534,-4.432,0.0321,0.178,0.172,0
1439,Salsa,Ese Día,Grupo Niche,2014-10-02,salsa,0.824,0.758,-4.419,0.046,0.495,0.131,0
1440,Salsa,Solo un Cariño,Grupo Niche,1984,salsa,0.857,0.483,-4.038,0.0373,0.544,0.164,0
1441,Salsa,Mi Valle del Cauca,Grupo Niche,2014-10-02,salsa,0.637,0.669,-7.533,0.0423,0.134,0.0874,0
1442,Salsa,Tu Loco Loco Y Yo Tranquilo,Roberto Roena Y Su Apollo Sound,1970-01-01,salsa,0.691,0.64,-5.305,0.0289,0.289,0.293,54
1443,Salsa,Digo Yo,Grupo Niche,2014-10-02,salsa,0.888,0.753,-4.427,0.032,0.101,0.0955,0
1444,Salsa,Listo Medellin,Grupo Niche,2012-08-16,salsa,0.843,0.669,-4.692,0.0701,0.211,0.333,0
1445,Salsa,Ya No Regreso Contigo,Roberto Blades,2001,salsa,0.784,0.643,-10.534,0.0386,0.0682,0.0551,53
1446,Salsa,Pagina Del Amor,Tito Gomez,2006-04-05,mambo,0.713,0.723,-7.344,0.0375,0.512,0.264,57
1447,Salsa,A Nuestro Modo,Gabino Pampini,2012-12-06,combos nacionales,0.831,0.773,-4.142,0.0357,0.784,0.0872,0
1448,Salsa,Mi Vecina,Gabino Pampini,2012-12-06,combos nacionales,0.895,0.728,-5.916,0.0339,0.722,0.11,0
1449,Salsa,Por Alguien Que Se Fué,Luisito Carrion,2002,salsa,0.858,0.517,-5.78,0.0556,0.579,0.668,0
1450,Salsa,Me Fallaste,Eddie Santiago,2019-04-24,salsa,0.799,0.775,-6.028,0.0396,0.155,0.108,0
1451,Salsa,Aparentemente,Tony Vega,2015-01-27,salsa,0.51,0.646,-10.684,0.0391,0.678,0.0821,40
1452,Salsa,Las Tumbas,Ismael Rivera,1975-01-01,bomba y plena,0.587,0.438,-7.843,0.0427,0.565,0.0769,56
1453,Salsa,Carro de Fuego,Guayacán Orquesta,2009-08-07,salsa,0.703,0.743,-5.761,0.0641,0.259,0.0197,0
1454,Salsa,He Vuelto Por Ti,Maelo Ruiz,2007-10-11,salsa,0.8,0.52,-6.953,0.0399,0.479,0.0609,60
1455,Salsa,Vamos A Darnos Tiempo,Conjunto Chaney,2004-05-25,salsa,0.643,0.571,-8.285,0.0389,0.618,0.0552,36
1456,Salsa,Diez Lágrimas,Lebrón Brothers,1982-12-31,boogaloo,0.576,0.657,-7.328,0.0326,0.847,0.07,50
1457,Salsa,Mala Mujer,La Sonora Matancera,1999-01-01,bolero,0.608,0.528,-9.924,0.0431,0.691,0.0503,0
1458,Salsa,Canción,Sonora Ponceña,1987-12-31,salsa,0.413,0.53,-17.039,0.0368,0.121,0.242,49
1459,Salsa,Qué Haré Sin Ti,Grupo Caneo,2015-07-01,salsa,0.871,0.65,-4.303,0.0377,0.13,0.0846,58
1460,Salsa,Por Retenerte,Los Titanes,2012-06-20,salsa,0.912,0.553,-5.125,0.04,0.272,0.121,60
1461,Salsa,Quién Piensa en Ti,Grupo Caneo,2015-07-01,salsa,0.943,0.452,-3.722,0.0361,0.243,0.0585,53
1462,Salsa,La Fuga,Luisito Carrion,2004-02-24,salsa,0.803,0.499,-3.606,0.0664,0.681,0.274,56
1463,Salsa,Como Tiembla el Alma,El Gran Combo De Puerto Rico,2006,salsa,0.652,0.864,-5.257,0.0547,0.657,0.0452,23
1464,Salsa,A Ti Volvere,Tito Rojas,1992,salsa,0.517,0.775,-12.769,0.0438,0.383,0.08,49
1465,Salsa,Cuando Parará La Lluvia,Johnny Rivera,2002-01-01,,0.663,0.754,-9.084,0.0358,0.746,0.0788,48
1466,Salsa,Tú Me Haces Falta,Eddie Santiago,2017-11-24,salsa,0.88,0.626,-2.935,0.0307,0.195,0.208,54
1467,Salsa,Devorame Otra Vez,Eddie Santiago,2013-03-21,salsa,0.734,0.559,-5.593,0.0369,0.638,0.103,0
1468,Salsa,Como Podré Disimular,Grupo Niche,2014-10-02,salsa,0.826,0.661,-7.181,0.0358,0.35,0.171,0
1469,Salsa,Mi Pueblo Natal,Grupo Niche,2014-10-02,salsa,0.586,0.712,-7.044,0.0284,0.0941,0.225,0
1470,Salsa,Del Puente Pa'Alla,Grupo Niche,2012-08-16,salsa,0.954,0.512,-5.656,0.0498,0.0103,0.056,0
1471,Salsa,La Noche Mas Linda,Adalberto Santiago,1989-05-06,salsa,0.73,0.885,-9.373,0.0385,0.83,0.2,0
1472,Salsa,Juanita Ae,La Misma Gente,1993-08-30,salsa,0.497,0.68,-11.796,0.0557,0.652,0.408,22
1473,Salsa,Este Amor Que Se Muere,Juan Formell y Los Van Van,2008-06-17,cubaton,0.562,0.762,-16.894,0.0352,0.174,0.0645,35
1474,Salsa,Milonga Para Una Niña,Andy Montañez,2017-11-24,salsa,0.636,0.741,-8.94,0.0853,0.666,0.0798,24
1475,Salsa,Escarchas,Héctor Lavoe,1987-01-01,salsa,0.741,0.612,-5.993,0.0363,0.689,0.0556,54
1476,Salsa,Viene y Se Va,Mauro Castillo,2018-08-12,modern salsa,0.827,0.732,-3.847,0.0499,0.27,0.203,0
1477,Salsa,Como Te Hago Entender,Roberto Roena Y Su Apollo Sound,2006-04-07,salsa,0.649,0.837,-7.36,0.0529,0.436,0.0856,67
1478,Salsa,A Donde Iras,Luisito Ayala Y La Puerto Rican Power,2006,salsa,0.815,0.615,-4.572,0.0329,0.52,0.128,57
1479,Salsa,Ella Feat. Luis Enrique,Hansel Y Raul,2011-06-28,salsa,0.764,0.614,-5.201,0.139,0.496,0.261,65
1480,Salsa,Ella Se Hizo Deseo,Tito Rojas,1990,salsa,0.563,0.692,-11.399,0.0384,0.28,0.0896,58
1481,Salsa,Que Pena,Lebrón Brothers,1988-01-01,boogaloo,0.822,0.753,-3.603,0.0376,0.685,0.0549,0
1482,Salsa,Periódico De Ayer,Héctor Lavoe,1976-01-01,salsa,0.634,0.442,-7.683,0.0307,0.0129,0.0953,67
1483,Salsa,Porque Te Amo,Nino Segarra,2006-03-30,salsa,0.668,0.701,-7.822,0.0568,0.162,0.0324,63
1484,Salsa,Pedro Navaja,Willie Colón,1978-01-01,salsa,0.574,0.595,-7.411,0.11,0.789,0.209,70
1485,Salsa,Pequeñas Cosas,Willie Gonzalez,2006-03-30,salsa,0.614,0.688,-9.247,0.0378,0.585,0.0978,69
1486,Salsa,Cali Pachanguero,Grupo Niche,2006-06-22,salsa,0.72,0.654,-7.731,0.0395,0.69,0.2,0
1487,Salsa,Hagamos Lo Que Diga El Corazón,Grupo Niche,1988,salsa,0.87,0.597,-10.044,0.0487,0.213,0.241,62
1488,Salsa,Amores Como el Nuestro,Jerry Rivera,1990,latin pop,0.62,0.679,-10.943,0.0469,0.549,0.0774,72
1489,Salsa,Sonido Bestial,Bobby Cruz,1971-12-31,boogaloo,0.892,0.526,-4.413,0.043,0.65,0.309,56
1490,Salsa,La Murga,Willie Colón,1970-01-01,salsa,0.749,0.604,-7.591,0.0381,0.65,0.0564,65
1491,Salsa,Sobredosis,Los Titanes,2012-06-20,salsa,0.857,0.528,-6.468,0.0396,0.47,0.138,68
1492,Salsa,Celo,Willie Colón,2016,salsa,0.566,0.656,-7.757,0.0321,0.385,0.259,43
1493,Salsa,El Forastero,Luis Felipe Gonzalez,1997,classic colombian pop,0.849,0.732,-5.841,0.04,0.124,0.108,0
1494,Salsa,Duele Más,Grupo Niche,1988,salsa,0.574,0.648,-10.792,0.0569,0.568,0.307,57
1495,Salsa,Tú Con Él,Frankie Ruiz,1996-06-18,salsa,0.781,0.827,-5.914,0.0502,0.188,0.249,75
1496,Salsa,La Rueda,Frankie Ruiz,1998-02-25,salsa,0.772,0.718,-9.148,0.0353,0.423,0.0639,61
1497,Salsa,Señora Ley,Conjunto Clásico,1987-06-06,salsa,0.448,0.56,-13.991,0.0389,0.708,0.0638,48
1498,Salsa,Maria Teresa y Danilo,Hansel Y Raul,2002-03-19,salsa,0.745,0.576,-4.75,0.0713,0.662,0.0818,61
1499,Salsa,Pillo Buena Gente,Andy Montañez,2017-07-21,salsa,0.873,0.675,-6.242,0.0574,0.501,0.783,0
1500,Salsa,Buscándote,The Latin Brothers,2012-06-15,salsa,0.745,0.605,-5.497,0.0405,0.125,0.396,41
1501,Salsa,Soledad,La-33,2004-12-04,colombian rock,0.753,0.823,-4.671,0.0514,0.75,0.0595,58
1502,Salsa,Caricias Prohibidas,Viti Ruiz,1989,salsa,0.704,0.556,-5.036,0.0337,0.779,0.109,43
1503,Salsa,Entrega,Grupo Niche,1991-05-10,salsa,0.794,0.635,-6.883,0.0379,0.0318,0.168,0
1504,Salsa,Se Nos Perdió El Amor,El Gran Combo De Puerto Rico,2020-03-18,salsa,0.954,0.662,-3.967,0.0721,0.424,0.0296,0
1505,Salsa,Tócame,Orquesta Bronko,2021-03-09,,0.781,0.715,-6.02,0.0395,0.694,0.0749,34
1506,Salsa,Tengo Derecho a Ser Feliz,Junior Gonzalez,2015-03-24,salsa,0.673,0.67,-7.396,0.0343,0.742,0.13,46
1507,Salsa,Nuestro Secreto,Yan Collazo,2013-07-02,modern salsa,0.701,0.627,-7.877,0.0449,0.481,0.321,34
1508,Salsa,Deseándote,Frankie Ruiz,1996-06-18,salsa,0.828,0.578,-5.243,0.0402,0.203,0.146,72
1509,Salsa,Lagrimas,Orq La Inmensidad,2007-08-01,,0.845,0.501,-5.247,0.0359,0.22,0.139,48
1510,Salsa,Te Propongo,Hector Rey,2006-04-05,salsa,0.577,0.811,-9.357,0.0364,0.782,0.223,61
1511,Salsa,Nostalgia,Angel Canales,1979,salsa,0.235,0.539,-13.576,0.0836,0.759,0.315,47
1512,Salsa,Sandra Mora,Velvet Salsa All Stars,2006-01-01,salsa venezolana,0.748,0.718,-7.875,0.0648,0.128,0.141,48
1513,Salsa,Merecumbe,Johnny Colon,2007-10-02,boogaloo,0.653,0.616,-8.979,0.0413,0.469,0.0986,51
1514,Salsa,Patillero,Fruko Y Sus Tesos,1977-05-01,salsa,0.687,0.7,-9.476,0.0418,0.0909,0.317,33
1515,Salsa,Tu Lo Mataste,The Latin Brothers,2000-03-21,salsa,0.641,0.884,-7.374,0.0465,0.461,0.256,0
1516,Salsa,Caretas,Ismael Miranda,1987,salsa,0.619,0.607,-12.23,0.0825,0.371,0.147,60
1517,Salsa,Tiempo Pa’ Matar,Willie Colón,1983-01-01,salsa,0.651,0.61,-4.872,0.0414,0.671,0.0828,55
1518,Salsa,Mi Libertad,Frankie Ruiz,1996-06-18,salsa,0.723,0.838,-8.384,0.0447,0.195,0.0468,65
1519,Salsa,Pensando en Ti,Los Satelites,1995-06-21,,0.571,0.735,-14.503,0.0405,0.453,0.106,0
1520,Salsa,Atrevida,Grupo Niche,1988,salsa,0.687,0.687,-10.696,0.0355,0.47,0.218,45
1521,Salsa,Usted,Tito Rojas,1995,salsa,0.614,0.648,-8.589,0.0571,0.724,0.102,55
1522,Salsa,El Jardín Prohibido,Alex Bueno,1993-01-01,bachata,0.445,0.482,-15.316,0.0409,0.827,0.0716,0
1523,Salsa,Pa'l Bailador,Joe Arroyo,1999-04-20,salsa,0.867,0.661,-5.604,0.0495,0.614,0.32,52
1524,Salsa,Fantasia Herida,Erick Franchesky,1991-01-01,salsa venezolana,0.553,0.814,-12.565,0.05,0.518,0.205,59
1525,Salsa,Decisiones,Rubén Blades,1984-04-03,latin jazz,0.61,0.661,-9.824,0.0707,0.777,0.0475,64
1526,Salsa,Ausencia,Héctor Lavoe,1968-12-31,salsa,0.395,0.628,-9.766,0.0487,0.249,0.0742,55
1527,Salsa,Migajas de Amor - Salsa,Luis Miguel Salsa,2019-05-10,,0.818,0.762,-6.505,0.0349,0.332,0.0408,2
1528,Salsa,Esta Cobardía,Frankie Ruiz,2008-09-09,salsa,0.554,0.814,-7.883,0.0523,0.156,0.315,46
1529,Salsa,Aquel Lugar,Adolescent's Orquesta,2005-03-20,salsa,0.64,0.75,-4.537,0.0365,0.37,0.122,73
1530,Salsa,Este Loco Que Te Mira,Marc Anthony,2001-11-20,latin pop,0.85,0.687,-3.851,0.0445,0.267,0.0518,51
1531,Salsa,Mi Sueno,Willie Colón,2016,salsa,0.761,0.474,-6.346,0.0584,0.555,0.35,48
1532,Salsa,Mi Amor Amor,Ray Sepulveda,2020-03-15,salsa,0.622,0.56,-8.843,0.0415,0.438,0.0564,27
1533,Salsa,La Cura,Frankie Ruiz,1994-01-01,salsa,0.513,0.808,-9.344,0.0435,0.751,0.0516,66
1534,Soft,Save The World,Swedish House Mafia,2011-05-13,edm,0.665,0.507,-7.598,0.0474,0.0144,0.0759,70
1535,Soft,La Complicidad,Cultura Profética,2010-08-23,latin alternative,0.746,0.691,-5.629,0.0854,0.141,0.176,0
1536,Soft,Ilegal,Cultura Profética,2010-08-23,latin alternative,0.588,0.825,-4.669,0.046,0.329,0.0906,0
1537,Soft,Tú Sin Mí,Dread Mar I,2001,argentine reggae,0.419,0.781,-5.779,0.0322,0.16,0.0459,0
1538,Soft,Enfermedad de Ti,Andrés Cepeda,2009-10-27,colombian pop,0.68,0.456,-5.506,0.041,0.347,0.0957,50
1539,Soft,Kingston Town,UB40,1989-01-01,reggae fusion,0.226,0.957,-14.606,0.0594,0.119,0.0796,72
1540,Soft,Vasos Vacíos,Los Fabulosos Cadillacs,2005-07-19,argentine rock,0.735,0.706,-3.349,0.0351,0.501,0.366,56
1541,Soft,To Be With You,Mr. Big,2004-08-04,glam metal,0.39,0.695,-8.66,0.0432,0.349,0.248,51
1542,Soft,More Than Words,Extreme,1990-01-01,funk metal,0.127,0.623,-14.935,0.0306,0.452,0.114,3
1543,Soft,I Want to Know What Love Is,Foreigner,2019-12-13,album rock,0.552,0.478,-7.015,0.0268,0.198,0.272,29
1544,Soft,Baker Street - 2011 Remaster,Gerry Rafferty,2019-12-13,art rock,0.583,0.476,-5.122,0.0271,0.111,0.162,35
1545,Soft,If You Leave Me Now - 2012 Remaster,Chicago,2019-12-13,album rock,0.486,0.493,-8.548,0.0258,0.0915,0.121,26
1546,Soft,Could You Be Loved,Bob Marley & The Wailers,1980,reggae,0.72,0.916,-8.548,0.1,0.36,0.0958,85
1547,Soft,Is This Love,Bob Marley & The Wailers,1978,reggae,0.559,0.776,-8.375,0.103,0.11,0.0671,81
1548,Soft,Three Little Birds,Bob Marley & The Wailers,1977-06-03,reggae,0.482,0.814,-10.493,0.0588,0.0111,0.0476,16
1549,Soft,Buffalo Soldier,Bob Marley & The Wailers,1983,reggae,0.463,0.929,-8.651,0.308,0.142,0.0634,76
1550,Soft,Redemption Song,Bob Marley & The Wailers,1980,reggae,0.256,0.671,-10.743,0.0387,0.608,0.0737,74
1551,Soft,One Love / People Get Ready - Medley,Bob Marley & The Wailers,1977-06-03,reggae,0.523,0.725,-9.593,0.324,0.0783,0.0665,7
1552,Soft,Red Red Wine,UB40,2000,reggae fusion,0.468,0.857,-8.53,0.0476,0.00414,0.269,77
1553,Soft,Te Lastimé,Superlitio,2009-04-26,colombian rock,0.48,0.777,-9.194,0.0288,0.0394,0.273,45
1554,Soft,No Sé Si Volverá (2010) - En Vivo,Superlitio,2010-04-18,colombian rock,0.649,0.685,-8.07,0.0776,0.333,0.136,38
1555,Soft,Viernes Otra Vez,Superlitio,2011-04-16,colombian rock,0.66,0.569,-9.814,0.0315,0.41,0.669,43
1556,Soft,Alma en Pedazos,Superlitio,2014-04-08,colombian rock,0.671,0.502,-8.359,0.0281,0.00687,0.38,0
1557,Soft,Nada,Dread Mar I,2014-09-16,argentine reggae,0.733,0.64,-6.197,0.0484,0.179,0.218,0
1558,Soft,With Or Without You,U2,2006-01-01,irish rock,0.537,0.546,-7.44,0.0268,0.000135,0.125,61
1559,Soft,Love Generation,Bob Sinclar,2013-12-16,disco house,0.855,0.716,-4.0,0.0426,0.142,0.0536,0
1560,Soft,Ordinary People - Single Version,John Legend,2016-03-11,neo soul,0.239,0.535,-7.869,0.0511,0.923,0.163,14
1561,Soft,Don't You Worry Child - Radio Edit,Swedish House Mafia,2012-09-14,edm,0.84,0.612,-3.145,0.0509,0.112,0.116,85
1562,Soft,Sweat (A La La La La Long),Inner Circle,2010-12-14,reggae,0.728,0.787,-7.705,0.218,0.0124,0.157,77
1563,Soft,This Is What You Came For,Calvin Harris,2016-04-29,dance pop,0.927,0.631,-2.787,0.0332,0.199,0.148,86
1564,Soft,Black,Pearl Jam,1991-08-27,alternative metal,0.684,0.36,-6.457,0.0308,0.323,0.34,77
1565,Soft,Muerte En Hawaii,Calle 13,2010-11-19,latin afrobeat,0.588,0.675,-7.168,0.177,0.789,0.95,75
1566,Soft,Waves - Robin Schulz Radio Edit,Mr. Probz,2014-02-07,,0.51,0.829,-9.334,0.0369,0.00821,0.0829,2
1567,Soft,Latch,Disclosure,2013-06-03,edm,0.733,0.499,-5.449,0.174,0.016,0.0897,61
1568,Soft,Una Sonrisa al Atardecer,Akash,2003-10-01,latin metal,0.653,0.616,-3.052,0.0269,0.02,0.101,49
1569,Soft,What A Wonderful World,Louis Armstrong,1968,adult standards,0.258,0.399,-16.028,0.033,0.792,0.128,11
1570,Soft,Pumped Up Kicks,Foster The People,2011-05-23,indietronica,0.71,0.733,-5.849,0.0292,0.145,0.0956,86
1571,Soft,Let Her Go - Acoustic,Passenger,2012-11-05,folk-pop,0.0748,0.553,-13.781,0.0496,0.943,0.0822,3
1572,Soft,Corazón Delator - Remasterizado 2007,Soda Stereo,1988-10-09,argentine rock,0.632,0.565,-6.994,0.0274,0.0643,0.397,60
1573,Soft,En La Ciudad De La Furia - Remasterizado 2007,Soda Stereo,1988-10-09,argentine rock,0.803,0.611,-6.022,0.0278,0.0823,0.0942,67
1574,Soft,Te Para 3 - MTV Unplugged,Soda Stereo,1996-09-01,argentine rock,0.339,0.523,-9.913,0.0275,0.707,0.709,69
1575,Soft,Hello,Lionel Richie,1983-01-01,soft rock,0.222,0.424,-15.053,0.0391,0.646,0.148,71
1576,Soft,Riptide,Vance Joy,2013-05-21,folk-pop,0.731,0.484,-6.694,0.0379,0.431,0.151,55
1577,Soft,Lazarus,David Bowie,2016-01-08,art rock,0.695,0.66,-6.896,0.029,0.0466,0.0854,28
1578,Soft,Waves,Mr. Probz,2013-11-22,,0.278,0.364,-12.262,0.0355,0.542,0.38,0
1579,Soft,Vestido de Cristal,Kraken,2012-08-20,colombian rock,0.594,0.535,-8.757,0.0289,0.014,0.139,0
1580,Soft,Rather Be (feat. Jess Glynne),Clean Bandit,2014-06-02,pop,0.586,0.799,-6.735,0.0377,0.162,0.193,75
1581,Soft,Rude,MAGIC!,2014-06-25,pop,0.758,0.773,-4.993,0.0381,0.0422,0.305,84
1582,Soft,Sunshine Reggae,Laid Back,2008-10-06,classic danish pop,0.79,0.704,-5.756,0.0432,0.101,0.0769,68
1583,Soft,I Just Called To Say I Love You,Stevie Wonder,1999-11-23,motown,0.551,0.748,-9.054,0.0239,0.243,0.0943,78
1584,Soft,Wicked Games - Radio Edit,Parra for Cuva,2013,deep euro house,0.641,0.801,-8.584,0.0455,0.0667,0.172,32
1585,Soft,Stop Crying Your Heart Out,Oasis,2002-02-03,beatlesque,0.572,0.38,-5.334,0.03,0.0768,0.0776,76
1586,Soft,Heroes (we could be),Alesso,2015-05-26,dance pop,0.748,0.503,-4.124,0.0619,0.0305,0.343,76
1587,Soft,Wonderwall,Oasis,2011-05-06,beatlesque,0.845,0.402,-6.459,0.0319,0.000676,0.158,66
1588,Soft,Islands,The xx,2009-08-16,downtempo,0.472,0.871,-11.077,0.0756,0.74,0.145,0
1589,Soft,Wicked Game - Acoustic; Live,Stone Sour,2006,alternative metal,0.337,0.561,-9.272,0.0284,0.644,0.67,69
1590,Soft,Shape Of My Heart,Sting,1993-03-09,permanent wave,0.373,0.537,-10.081,0.0331,0.691,0.083,76
1591,Soft,Drive,Incubus,1999-10-26,alternative metal,0.792,0.645,-7.34,0.036,0.0562,0.119,80
1592,Soft,Tren Al Sur,Los Prisioneros,2007-01-01,chilean hardcore,0.624,0.585,-8.966,0.0746,0.00418,0.0765,66
1593,Soft,Lovesong,Adele,2011-01-19,british soul,0.373,0.69,-9.454,0.0284,0.722,0.111,0
1594,Soft,All Out of Love,Air Supply,1980-02-25,soft rock,0.262,0.513,-16.875,0.0276,0.313,0.456,74
1595,Soft,Something - Remastered 2009,The Beatles,1969-09-26,beatlesque,0.338,0.396,-10.872,0.0304,0.198,0.138,75
1596,Soft,Thank You - Remaster,Led Zeppelin,1969-10-22,album rock,0.306,0.292,-13.158,0.0547,0.184,0.144,49
1597,Soft,La sirena varada - Versión acústica,Heroes Del Silencio,2006-11-20,latin alternative,0.831,0.38,-5.727,0.0334,0.0893,0.0737,28
1598,Soft,Te Invito,Herencia de Timbiqui,2016-04-25,colombian rock,0.666,0.498,-7.203,0.0588,0.713,0.178,0
1599,Soft,Say You Won't Let Go,James Arthur,2016-10-28,pop,0.557,0.358,-7.398,0.059,0.695,0.0902,89
1600,Soft,Attention,Charlie Puth,2018-05-11,pop,0.613,0.775,-4.586,0.0542,0.109,0.134,86
1601,Soft,Im Still In Love With You,Marcia Griffiths,2017-04-27,dub,0.513,0.888,-6.612,0.0568,0.063,0.182,0
1602,Soft,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,2016-01-29,pop,0.563,0.728,-8.053,0.134,0.621,0.179,85
1603,Soft,Lost On You,Lewis Capaldi,2019-05-17,pop,0.282,0.555,-8.228,0.0612,0.889,0.0927,65
1604,Soft,Shine On,R.I.O.,2011-05-13,german dance,0.835,0.61,-5.306,0.0748,0.0416,0.26,45
1605,Soft,Sabrás,Herencia de Timbiqui,2015-06-25,colombian rock,0.656,0.681,-7.425,0.0308,0.464,0.0793,0
1606,Soft,Ocean (feat. Khalid),Martin Garrix,2018-06-15,dutch edm,0.693,0.506,-7.265,0.0412,0.584,0.0891,71
1607,Soft,Closer,The Chainsmokers,2016-07-29,electropop,0.524,0.748,-5.599,0.0338,0.414,0.111,87
1608,Soft,when the party's over,Billie Eilish,2019-03-29,art pop,0.111,0.367,-14.084,0.0972,0.978,0.0897,86
1609,Soft,Will He,Joji,2017-11-03,viral pop,0.217,0.618,-15.372,0.0515,0.836,0.538,55
1610,Soft,Killing Me Softly With His Song,Roberta Flack,1973-01-01,adult standards,0.381,0.476,-10.238,0.0342,0.727,0.0614,74
1611,Soft,I'm Not In Love,10cc,1975,album rock,0.523,0.404,-15.7,0.0575,0.685,0.282,73
1612,Soft,"Vermilion, Pt. 2 - Bloodstone Mix",Slipknot,2008-08-22,alternative metal,0.509,0.509,-8.421,0.0295,0.0835,0.135,47
1613,Soft,El Puñal,La Derecha,2011-08-15,colombian rock,0.765,0.649,-6.878,0.0453,0.188,0.0937,40
1614,Soft,Amanecé,Herencia de Timbiqui,2015-06-25,colombian rock,0.79,0.53,-6.676,0.0691,0.479,0.272,0
1615,Soft,Antes de Morir Ft. Denise Gutierrez (Scratches Dj Pho),LosPetitFellas,2015-02-02,colombian hip hop,0.72,0.665,-7.551,0.24,0.297,0.0701,51
1616,Soft,Crimen,Gustavo Cerati,2006-04-04,argentine rock,0.502,0.537,-8.406,0.025,0.44,0.199,76
1617,Soft,Someone You Loved,Lewis Capaldi,2019-05-17,pop,0.405,0.501,-5.679,0.0319,0.751,0.105,91
1618,Soft,Get You The Moon (feat. Snøw),Kina,2018-10-08,sad lo-fi,0.235,0.498,-16.541,0.188,0.72,0.144,81
1619,Soft,Quiero Cantarte,Herencia de Timbiqui,2015-06-25,colombian rock,0.835,0.748,-6.327,0.0361,0.445,0.077,0
1620,Soft,Delirio,Los Makenzy,2019-04-26,colombian indie,0.621,0.562,-5.023,0.0456,0.00943,0.0352,43
1621,Soft,Aura,Los Makenzy,2016-05-12,colombian indie,0.878,0.362,-2.397,0.0458,0.0429,0.338,36
1622,Soft,Star Shopping,Lil Peep,2015,cloud rap,0.471,0.585,-9.934,0.0616,0.0967,0.115,11
1623,Soft,Lady Blue,Bunbury,2002-03-18,latin alternative,0.539,0.546,-5.613,0.0267,0.123,0.231,63
1624,Soft,Ya para Que,Nanpa Básico,2016-10-21,colombian hip hop,0.356,0.781,-8.964,0.462,0.755,0.109,65
1625,Soft,Mi Historia Entre Tus Dedos - Remastered 2020,Gianluca Grignani,1995,classic italian pop,0.577,0.612,-5.144,0.0357,0.394,0.0814,76
1626,Soft,Ojalá,Silvio Rodríguez,1978-01-01,cantautor,0.235,0.526,-14.074,0.0991,0.907,0.111,70
1627,Soft,11 Y 6,Fito Paez,1985-01-01,argentine rock,0.325,0.72,-16.922,0.0319,0.0756,0.308,75
1628,Soft,Patience,Guns N' Roses,1987-07-21,glam metal,0.297,0.457,-12.511,0.0306,0.686,0.109,76
1629,Soft,Every Breath You Take,The Police,1983-06-17,album rock,0.452,0.82,-9.796,0.0348,0.543,0.0714,89
1630,Soft,Wish You Were Here,Pink Floyd,1975-09-12,album rock,0.262,0.481,-15.73,0.0414,0.735,0.832,79
